id,brand,instagram_link,variant,variant_image_url,variant_link,concentration,rating,gender,size (ml),price,price_per_ml,top_notes1,top_notes2,top_notes3,mid_notes1,mid_notes2,mid_notes3,base_notes1,base_notes2,base_notes3
301,Saint Hars,,Positano,,https://shopee.co.id/SAINT-HARS-Extrait-de-Parfum-Positano-30ml-i.291143333.21266735829?sp_atk=44a0e69f-b4fe-47de-9846-e15b5936e1cc&xptdk=44a0e69f-b4fe-47de-9846-e15b5936e1cc,ExDP,4.9,Unisex,30,"249,000.00","8,300.00",Bergamot,,,Coffee,Chocolate,Hazelnut,Leathery,,
302,Saint Hars,,St. Tropez,,https://shopee.co.id/SAINT-HARS-Extrait-de-Parfum-St.-Tropez-30ml-i.291143333.19966738568?sp_atk=81feadf4-d5df-40d0-b0b7-3a47ac722805&xptdk=81feadf4-d5df-40d0-b0b7-3a47ac722805,ExDP,4.6,Feminime,30,"249,000.00","8,300.00",Bergamot,,,Lily,,,Tahitian Vanilla,Amber,Sandalwood
303,Samaya Perfume,https://www.instagram.com/samayaperfume.id/,Wairi Hill,,https://shopee.co.id/samayaperfumeid/7293350893,EDP,4.2,Unisex,35,"189,000.00","5,400.00",Apricot,Peach,Green Tea,Green,Lily Of The Valley,Red Rose,Musk,Sandalwood,
304,Samaya Perfume,,Baileo,,https://shopee.co.id/SAMAYA-PERFUME-Baileo-35-ml-Parfum-Lokal-Parfum-Unisex-Parfum-Tahan-Lama-i.445272951.15711461818?sp_atk=9566def8-0e96-41e9-84d8-32bf574c6d3f&xptdk=9566def8-0e96-41e9-84d8-32bf574c6d3f,EDP,4.4,Unisex,35,"189,000.00","5,400.00",Bergamot,Amalfi Lemon,,Saffron,Star Anise,,Vanilla,Resin,Amber
305,Samaya Perfume,,Kaioa,,https://shopee.co.id/SAMAYA-PERFUME-Kaioa-35-ml-Parfum-Lokal-Parfum-Unisex-Parfum-Tahan-Lama-i.445272951.15711455281?sp_atk=8b3eff08-8f82-4d37-a001-5e6063e6cab7&xptdk=8b3eff08-8f82-4d37-a001-5e6063e6cab7,EDP,4.9,Unisex,35,"189,000.00","5,400.00",Bergamot,Bitter Orange,Coconut,Marine,,,Cedarwood,Musk,Amber
306,Sansoe,https://www.instagram.com/sansoe.fragrances/?hl=en,Lignum,,https://shopee.co.id/sansoe.fragrances/9554749066,EDP,4.5,Unisex,50,"389,000.00","7,780.00",Woody,Musk,Ambergris,,,,,,
307,Sansoe,,Cedrus,,https://shopee.co.id/Sansoe-Eau-de-Parfum-Cedrus-i.443320521.8754749974?sp_atk=0bb7b9dc-02f1-475a-8399-c688ecdc1b9b&xptdk=0bb7b9dc-02f1-475a-8399-c688ecdc1b9b,EDP,4.2,Unisex,50,"389,000.00","7,780.00",Ambrette Seeds,Magnolia,Cedarwood,,,,,,
308,Sansoe,,Sommar,,https://shopee.co.id/Sansoe-Eau-de-parfume-Sommar-i.443320521.21356501967?sp_atk=610aad9c-c7b6-473f-bc69-76893b9709a9&xptdk=610aad9c-c7b6-473f-bc69-76893b9709a9,EDP,4.6,Unisex,50,"389,000.00","7,780.00",Green Tea,Cedarwood,Geranium,Vetiver,Musk,,,,
309,Sansoe,,Flos,,https://shopee.co.id/Sansoe-Eau-de-parfum-Flos-i.443320521.18355947777?sp_atk=e317228b-757a-4075-916d-1e5678bd68d2&xptdk=e317228b-757a-4075-916d-1e5678bd68d2,EDP,4.1,Unisex,50,"389,000.00","7,780.00",White Floral,Saffron,Pink Pepper,Amber,Musk,,,,
310,Sansoe,,Ortiz,,https://shopee.co.id/Sansoe-Eau-de-parfum-Ortiz-i.443320521.21956527576?sp_atk=b5fc8227-df16-4fdd-8c92-2d95e206da61&xptdk=b5fc8227-df16-4fdd-8c92-2d95e206da61,EDP,4.4,Unisex,50,"389,000.00","7,780.00",Cedarwood,Oud,Bergamot,Peony,Cardamom,,,,
311,Scentderland Perfumery,https://www.instagram.com/scentderland/,Lady Lamington,,https://shopee.co.id/scentderland/19552936265,EDP,4.5,Feminime,50,"159,900.00","3,198.00",Coconut,Galbanum,Cilantro,Iris,Red Rose,Geranium,Tonka Bean,Vanilla,Amberwood
312,Scentderland Perfumery,,Fleur Sonata,,https://shopee.co.id/Scentderland-Fleur-Sonata-EDP-i.759371901.22536575798?sp_atk=ad743ac7-77c5-4c97-aa3b-b1494823d8bd&xptdk=ad743ac7-77c5-4c97-aa3b-b1494823d8bd,EDP,4.7,Feminime,50,"199,000.00","3,980.00",Almond,Green Tea,Green Anise,Jasmine,Red Rose,Honey,Heliotrope,Vanilla,Musk
313,Scentderland Perfumery,,Perle Blanche,,https://shopee.co.id/Scentderland-Perle-Blanche-EDP-i.759371901.22536585650?sp_atk=52caffe2-6606-4ddd-b14e-f4aab473fece&xptdk=52caffe2-6606-4ddd-b14e-f4aab473fece,EDP,4.6,Feminime,50,"199,000.00","3,980.00",Pink Pepper,Lemon,Pear,Sandalwood,,,Patchouli,Animalic,Musk
314,Scentderland Perfumery,,Moonlight Waltz,,https://shopee.co.id/Scentderland-Moonlight-Waltz-EDP-i.759371901.20377670146?sp_atk=dfc3cf5e-7925-4091-9200-de62f9eb2c2e&xptdk=dfc3cf5e-7925-4091-9200-de62f9eb2c2e,EDP,4.4,Feminime,50,"199,000.00","3,980.00",Red Rose,Lychee,Woody,Jasmine,Freesia,Patchouli,Musk,Gourmand,Red Fruits
315,Scentials,https://www.instagram.com/scentials.co/,Amaranth,,https://shopee.co.id/scentials/19872598858,EDP,4.1,Unisex,30,"199,000.00","6,633.33",Raspberry,Pear,Bergamot,Jasmine,African Orange Flower,Peony,Praline,Cashmere,Olibanum
316,Scentials,,Loues,,https://shopee.co.id/BUY-1-GET-1-5ML-l-Scentials-Perfume-LOUES-30-ML-Parfume-Pria-Wanita-i.419339925.19170902288?sp_atk=9b99953c-2130-45b8-921a-4765584aace8&xptdk=9b99953c-2130-45b8-921a-4765584aace8,EDP,4.9,Unisex,30,"250,000.00","8,333.33",Blood Mandarin Orange,Grapefruit,Mint,Cinnamon,Spices,Red Rose,Vanilla,Amber,Leathery
317,Scentials,,Sangria,,https://shopee.co.id/BUY-1-GET-1-5ML-l-Scentials-Perfume-SANGRIA-30-ML-Parfume-Pria-Wanita-i.419339925.22921224171?sp_atk=c73f1191-c222-4974-b5bd-d34d32188435&xptdk=c73f1191-c222-4974-b5bd-d34d32188435,EDP,5,Unisex,30,"199,000.00","6,633.33",Orange,Pink Pepper,Spices,Black Pepper,Fig,Vetiver,Sandalwood,Cedarwood,Agarwood
318,Scentials,,Munselli,,https://shopee.co.id/BUY-1-GET-1-5ML-l-Scentials-Perfume-MUNSELLI-30-ML-Parfume-Pria-Wanita-i.419339925.23017459554?sp_atk=211515d9-9390-4ac9-ab58-4e8640a206f6&xptdk=211515d9-9390-4ac9-ab58-4e8640a206f6,EDP,4.3,Unisex,30,"250,000.00","8,333.33",Red Currant,Passionfruit,Grapefruit,Red Rose,Orchid,Peony,Vanilla,Panacotta,Musk
319,Scentials,,Cerise,,https://shopee.co.id/BUY-1-GET-1-5ML-l-Scentials-Perfume-CERISE-30-ML-Parfume-Pria-Wanita-i.419339925.19072597962?sp_atk=8678caf6-3a9e-49c4-b718-25de9b786956&xptdk=8678caf6-3a9e-49c4-b718-25de9b786956,EDP,4.1,Unisex,30,"199,000.00","6,633.33",Blackcurrant,,,Praline,Patchouli,,Vanilla,Pear,Tonka Bean
320,Scentworks & Co,https://www.instagram.com/scentworksandco/,London Breeze,,https://shopee.co.id/scentworksandco/7468323244,EDP,4.3,Feminime,105,"209,000.00","1,990.48",Pear,,,Freesia,,,Patchouli,,
321,Scentworks & Co,,Dark Vanilla,,https://shopee.co.id/Scentworks-Co-Perfume-Dark-Vanilla-i.347860784.6968322922?sp_atk=8303fa68-299e-4fd7-b8e6-4db2f9c77346&xptdk=8303fa68-299e-4fd7-b8e6-4db2f9c77346,EDP,4.5,Feminime,105,"209,000.00","1,990.48",Pear,Pink Pepper,Orange Blossom,Coffee,Jasmine,,Vanilla,Patchouli,Cedarwood
322,Scentworks & Co,,Mad Tea Party,,https://shopee.co.id/Scentworks-Co-Perfume-Mad-Tea-Party-i.347860784.4178981748?sp_atk=90b773eb-aa3d-45b7-a943-83ff446394ba&xptdk=90b773eb-aa3d-45b7-a943-83ff446394ba,EDP,4.7,Feminime,105,"209,000.00","1,990.48",Bergamot,Lemon,,Green Tea,Peppermint,Jasmine,Amber,Musk,
323,Scentworks & Co,,Jasmine Tease,,https://shopee.co.id/Scentworks-Co-Perfume-Jasmine-Tease-i.347860784.7270245188?sp_atk=4a2a85c2-e31d-4190-ae9a-591cff654362&xptdk=4a2a85c2-e31d-4190-ae9a-591cff654362,EDP,4.7,Feminime,105,"209,000.00","1,990.48",Marigold,,,Jasmine,,,Benzoin,,
324,Scentworks & Co,,Paeonia,,https://shopee.co.id/Scentworks-Co-Perfume-Paeonia-i.347860784.5470239704?sp_atk=3996f5e5-40e1-441d-9615-6d4321720214&xptdk=3996f5e5-40e1-441d-9615-6d4321720214,EDP,4.6,Feminime,105,"209,000.00","1,990.48",Apple,,,Peony,,,Suede,,
325,Scentworks & Co,,Ballerina,,https://shopee.co.id/Scentworks-Co-Perfume-Ballerina-i.347860784.7782775002?sp_atk=64edf7ee-39eb-4007-a609-e4703c42d525&xptdk=64edf7ee-39eb-4007-a609-e4703c42d525,EDP,4.9,Feminime,105,"209,000.00","1,990.48",Blackcurrant,Mandarin Orange,,Orange Blossom,Lavender,,Musk,Vanilla,
326,Scentworks & Co,,Cherry Blossom,,https://shopee.co.id/Scentworks-Co-Perfume-Cherry-Blossom-i.347860784.9661287330?sp_atk=023d5086-2025-4fdd-8e91-023488fe3535&xptdk=023d5086-2025-4fdd-8e91-023488fe3535,EDP,4.7,Feminime,105,"209,000.00","1,990.48",Bergamot,,,Sakura,Red Rose,,Musk,,
327,Scentworks & Co,,La VIE en RORSE,,https://shopee.co.id/Scentworks-Co-Perfume-LA-VIE-en-Red Rose-i.347860784.8513681920?sp_atk=3c15ac1f-a3ea-43b5-8ccb-ef8080395e9f&xptdk=3c15ac1f-a3ea-43b5-8ccb-ef8080395e9f,EDP,5,Feminime,105,"209,000.00","1,990.48",Blackcurrant,Peach,,Red Rose,Iris,,Cedarwood,,
328,Scentworks & Co,,Soleil,,https://shopee.co.id/Scentworks-Co-Perfume-Soleil-i.347860784.10907905401?sp_atk=e6de9535-4688-4446-9db5-8152fc72dfc8&xptdk=e6de9535-4688-4446-9db5-8152fc72dfc8,EDP,4.5,Feminime,105,"209,000.00","1,990.48",Blackcurrant,,,Honey,,,Peach,,
329,SONAR Perfume,https://www.instagram.com/sonar.perfume/,Date U,,https://shopee.co.id/sonaridn/6835973046,EDP,4.9,Feminime,50,"149,000.00","2,980.00",Pineapple,Blackcurrant,Smoke,Dry Birch,White Jasmine,,Musk,Vanilla,Oakmoss
330,Spill The Eau,https://www.instagram.com/spilltheeau/,Flowers by the Bay,,https://shopee.co.id/spilltheeau/17928663296,EDP,4.2,Feminime,30,"149,000.00","4,966.67",Pearl,Strawberry,Melon,Cantaloupe,Red Rose,Jasmine,Cashmere,Vanilla,Musk
331,terah,https://www.instagram.com/terahofficial/,#002,,https://shopee.co.id/terahofficial/20630996397,EDP,4.3,Unisex,40,"289,000.00","7,225.00",Rosa Centifolia,Bulgarian Rose,Red Rose Oxide,Black Pepper,Saffron,Red Rose,Agarwood,Ambergris,Clove
332,The Body Tale,https://www.instagram.com/thebodytale/,Kairy,,https://shopee.co.id/thebodytale/23417420046,ExDP,4.3,Unisex,50,"197,000.00","3,940.00",Bergamot,Pink Pepper,,Turkish Rose,Floral,Coconut,Vanilla,Tonka Bean,Cedarwood
